maxIter,layer,blockSize,nb,lsvc,mlp,acc_3,acc_2
100,"[7, 4, 2]",16,0.5439093484419264,0.7046632124352331,0.6986666666666667,0.7850467289719626,0.7869158878504673
100,"[7, 4, 2]",64,0.5439093484419264,0.7046632124352331,0.7154929577464789,0.8018691588785046,0.811214953271028
100,"[7, 4, 2]",128,0.5439093484419264,0.7046632124352331,0.7154929577464789,0.8018691588785046,0.811214953271028
100,"[7, 4, 2]",256,0.5439093484419264,0.7046632124352331,0.7154929577464789,0.8018691588785046,0.811214953271028
100,"[7, 32, 64, 16, 2]",16,0.5439093484419264,0.7046632124352331,0.7025495750708215,0.8,0.7869158878504673
100,"[7, 32, 64, 16, 2]",64,0.5439093484419264,0.7046632124352331,0.72,0.7962616822429907,0.8037383177570093
100,"[7, 32, 64, 16, 2]",128,0.5439093484419264,0.7046632124352331,0.72,0.7962616822429907,0.8037383177570093
100,"[7, 32, 64, 16, 2]",256,0.5439093484419264,0.7046632124352331,0.72,0.7962616822429907,0.8037383177570093
500,"[7, 4, 2]",16,0.5439093484419264,0.7046632124352331,0.7029972752043597,0.7962616822429907,0.7869158878504673
500,"[7, 4, 2]",64,0.5439093484419264,0.7046632124352331,0.6804733727810651,0.7962616822429907,0.7869158878504673
500,"[7, 4, 2]",128,0.5439093484419264,0.7046632124352331,0.6804733727810651,0.7962616822429907,0.7869158878504673
500,"[7, 4, 2]",256,0.5439093484419264,0.7046632124352331,0.6804733727810651,0.7962616822429907,0.7869158878504673
500,"[7, 32, 64, 16, 2]",16,0.5439093484419264,0.7046632124352331,0.7304785894206549,0.8074766355140187,0.8
500,"[7, 32, 64, 16, 2]",64,0.5439093484419264,0.7046632124352331,0.7195767195767195,0.8037383177570093,0.8018691588785046
500,"[7, 32, 64, 16, 2]",128,0.5439093484419264,0.7046632124352331,0.7195767195767195,0.8037383177570093,0.8018691588785046
500,"[7, 32, 64, 16, 2]",256,0.5439093484419264,0.7046632124352331,0.7195767195767195,0.8037383177570093,0.8018691588785046
1000,"[7, 4, 2]",16,0.5439093484419264,0.7046632124352331,0.7258064516129032,0.8037383177570093,0.8093457943925234
1000,"[7, 4, 2]",64,0.5439093484419264,0.7046632124352331,0.7031700288184438,0.8018691588785046,0.7869158878504673
1000,"[7, 4, 2]",128,0.5439093484419264,0.7046632124352331,0.7031700288184438,0.8018691588785046,0.7869158878504673
1000,"[7, 4, 2]",256,0.5439093484419264,0.7046632124352331,0.7031700288184438,0.8018691588785046,0.7869158878504673
1000,"[7, 32, 64, 16, 2]",16,0.5439093484419264,0.7046632124352331,0.684596577017115,0.788785046728972,0.7869158878504673
1000,"[7, 32, 64, 16, 2]",64,0.5439093484419264,0.7046632124352331,0.7185929648241206,0.7925233644859813,0.7906542056074767
1000,"[7, 32, 64, 16, 2]",128,0.5439093484419264,0.7046632124352331,0.7185929648241206,0.7925233644859813,0.7906542056074767
1000,"[7, 32, 64, 16, 2]",256,0.5439093484419264,0.7046632124352331,0.7185929648241206,0.7925233644859813,0.7906542056074767
1500,"[7, 4, 2]",16,0.5439093484419264,0.7046632124352331,0.7374005305039788,0.805607476635514,0.8149532710280374
1500,"[7, 4, 2]",64,0.5439093484419264,0.7046632124352331,0.7272727272727273,0.8130841121495327,0.8205607476635514
1500,"[7, 4, 2]",128,0.5439093484419264,0.7046632124352331,0.7272727272727273,0.8130841121495327,0.8205607476635514
1500,"[7, 4, 2]",256,0.5439093484419264,0.7046632124352331,0.7272727272727273,0.8130841121495327,0.8205607476635514
1500,"[7, 32, 64, 16, 2]",16,0.5439093484419264,0.7046632124352331,0.681592039800995,0.7869158878504673,0.7869158878504673
1500,"[7, 32, 64, 16, 2]",64,0.5439093484419264,0.7046632124352331,0.7142857142857143,0.788785046728972,0.7906542056074767
1500,"[7, 32, 64, 16, 2]",128,0.5439093484419264,0.7046632124352331,0.7142857142857143,0.788785046728972,0.7906542056074767
1500,"[7, 32, 64, 16, 2]",256,0.5439093484419264,0.7046632124352331,0.7142857142857143,0.788785046728972,0.7906542056074767
1800,"[7, 4, 2]",16,0.5439093484419264,0.7046632124352331,0.7387862796833773,0.805607476635514,0.8149532710280374
1800,"[7, 4, 2]",64,0.5439093484419264,0.7046632124352331,0.717948717948718,0.805607476635514,0.8149532710280374
1800,"[7, 4, 2]",128,0.5439093484419264,0.7046632124352331,0.717948717948718,0.805607476635514,0.8149532710280374
1800,"[7, 4, 2]",256,0.5439093484419264,0.7046632124352331,0.717948717948718,0.805607476635514,0.8149532710280374
1800,"[7, 32, 64, 16, 2]",16,0.5439093484419264,0.7046632124352331,0.654639175257732,0.7738317757009345,0.7869158878504673
1800,"[7, 32, 64, 16, 2]",64,0.5439093484419264,0.7046632124352331,0.7103274559193955,0.7869158878504673,0.7850467289719626
1800,"[7, 32, 64, 16, 2]",128,0.5439093484419264,0.7046632124352331,0.7103274559193955,0.7869158878504673,0.7850467289719626
1800,"[7, 32, 64, 16, 2]",256,0.5439093484419264,0.7046632124352331,0.7103274559193955,0.7869158878504673,0.7850467289719626
